id,date,theme,text,category
307,2025-07-07,Поврежденный товар,Товар приехал поврежденным и пользоваться им невозможно. Прошу срочно решить проблему.,Качество товара
503,2025-07-07,Возврат денег,Деньги после отмены заказа до сих пор не вернулись.,Оплата
554,2025-07-07,Корзина,"Добавляю товар в корзину, но он сразу исчезает.",Мобильное приложение
792,2025-07-07,Ошибка оплаты,"Платеж отклоняется, хотя с картой все в порядке.",Оплата
330,2025-07-08,Несоответствие,Товар совсем не соответствует описанию на сайте.,Качество товара
485,2025-07-08,Возврат денег,"Товар вернул неделю назад, а деньги еще не поступили. Это уже не первый раз.",Возвраты
541,2025-07-09,Возврат товара,"Хочу вернуть товар, но не понимаю, как оформить возврат.",Возвраты
18,2025-07-09,Возврат денег,Деньги после отмены заказа до сих пор не вернулись. Это уже не первый раз.,Оплата
891,2025-07-10,Курьер,Курьер не приехал в назначенное время и не позвонил. Это уже не первый раз.,Доставка
284,2025-07-11,Двойное списание,С карты дважды списали деньги за один заказ. Прошу помочь разобраться.,Оплата
707,2025-07-11,Счет,"Не могу получить счет на заказ. Надеюсь, вопрос получится быстро решить.",Документы
775,2025-07-11,Двойное списание,С карты дважды списали деньги за один заказ.,Оплата
643,2025-07-11,Счет,"Не могу получить счет на заказ. Хотелось бы понять, что делать дальше.",Документы
41,2025-07-11,Ошибка приложения,"После обновления приложение перестало запускаться. Надеюсь, вопрос получится быстро решить.",Мобильное приложение
454,2025-07-11,Задержка доставки,"Заказ должен был приехать вчера, но курьер так и не приехал.",Доставка
974,2025-07-11,Ошибка приложения,"Приложение зависает при оформлении заказа. Надеюсь, вопрос получится быстро решить.",Мобильное приложение
580,2025-07-12,Задержка доставки,"Жду заказ уже несколько дней дольше обещанного срока. Хотелось бы понять, что делать дальше.",Доставка
438,2025-07-12,Задержка доставки,Жду заказ уже несколько дней дольше обещанного срока. Прошу срочно решить проблему.,Доставка
644,2025-07-13,Двойное списание,С карты дважды списали деньги за один заказ. Очень недоволен этой ситуацией.,Оплата
711,2025-07-14,Ошибка оплаты,"Платеж отклоняется, хотя с картой все в порядке.",Оплата
649,2025-07-14,Авторизация,"Не могу войти в личный кабинет. Хотелось бы понять, что делать дальше.",Личный кабинет
68,2025-07-14,Адрес доставки,"Курьер сообщил, что не может найти мой адрес.",Доставка
33,2025-07-15,Поврежденный товар,Товар приехал поврежденным и пользоваться им невозможно. Прошу помочь разобраться.,Качество товара
857,2025-07-15,Авторизация,Не могу войти в личный кабинет. Очень недоволен этой ситуацией.,Личный кабинет
544,2025-07-16,Списание бонусов,Не получается использовать накопленные бонусы при оплате.,Бонусная программа
617,2025-07-16,Курьер,Курьер не приехал в назначенное время и не позвонил.,Доставка
500,2025-07-16,Изменилась цена,"В корзине цена товара оказалась выше, чем на странице товара. Надеюсь, вопрос получится быстро решить.",Цена
267,2025-07-16,Адрес доставки,"Курьер сообщил, что не может найти мой адрес.",Доставка
118,2025-07-17,Изменилась цена,"В корзине цена товара оказалась выше, чем на странице товара.",Цена
873,2025-07-18,Пропали бонусы,"Из личного кабинета исчезли мои бонусные баллы. Подскажите, пожалуйста, как решить эту проблему.",Бонусная программа
734,2025-07-19,Задержка доставки,"Заказ должен был приехать вчера, но курьер так и не приехал.",Доставка
159,2025-07-19,Ошибка оплаты,"Платеж отклоняется, хотя с картой все в порядке. Это уже не первый раз.",Оплата
869,2025-07-20,Задержка доставки,"Заказ должен был приехать вчера, но курьер так и не приехал. Поддержка тоже не помогла.",Доставка
795,2025-07-20,Поврежденный товар,Товар приехал поврежденным и пользоваться им невозможно.,Качество товара
925,2025-07-21,Качество поддержки,Оператор не смог решить мой вопрос и просто переключал меня между отделами.,Поддержка
588,2025-07-22,Авторизация,Не могу войти в личный кабинет.,Личный кабинет
848,2025-07-22,Качество поддержки,Оператор не смог решить мой вопрос и просто переключал меня между отделами. Это уже не первый раз.,Поддержка
934,2025-07-22,Отказ в возврате,Мне отказали в возврате товара без понятного объяснения.,Возвраты
312,2025-07-23,Документы,В документах к заказу указаны неверные данные.,Документы
727,2025-07-23,Счет,Не могу получить счет на заказ.,Документы
721,2025-07-23,Скидка,Обещанная скидка не применилась при оформлении заказа.,Цена
243,2025-07-25,Профиль,Не получается изменить номер телефона в профиле.,Личный кабинет
555,2025-07-25,Повреждение,Заказ приехал с поврежденной упаковкой.,Доставка
61,2025-07-26,Ошибка приложения,После обновления приложение перестало запускаться.,Мобильное приложение
786,2025-07-27,Нет ответа,"Пишу в поддержку уже второй день, никто не отвечает. Очень недоволен этой ситуацией.",Поддержка
936,2025-07-27,Пропали бонусы,Из личного кабинета исчезли мои бонусные баллы. Это уже не первый раз.,Бонусная программа
621,2025-07-27,Качество поддержки,Оператор не смог решить мой вопрос и просто переключал меня между отделами. Поддержка тоже не помогла.,Поддержка
327,2025-07-28,Скидка,Обещанная скидка не применилась при оформлении заказа.,Цена
152,2025-07-28,Ошибка оплаты,"Платеж отклоняется, хотя с картой все в порядке. Подскажите, пожалуйста, как решить эту проблему.",Оплата
738,2025-07-28,Задержка доставки,"Заказ должен был приехать вчера, но курьер так и не приехал.",Доставка
104,2025-07-28,Документы,В документах к заказу указаны неверные данные.,Документы
58,2025-07-28,Задержка доставки,"Заказ должен был приехать вчера, но курьер так и не приехал. Очень недоволен этой ситуацией.",Доставка
762,2025-07-29,Нет ответа,"Пишу в поддержку уже второй день, никто не отвечает. Очень недоволен этой ситуацией.",Поддержка
242,2025-07-30,Долгое ожидание,Очень долго ждал ответа оператора. Очень недоволен этой ситуацией.,Поддержка
285,2025-07-30,Брак,Получил товар с явным браком.,Качество товара
826,2025-07-30,Скидка,Обещанная скидка не применилась при оформлении заказа. Прошу срочно решить проблему.,Цена
861,2025-07-30,Долгое ожидание,Очень долго ждал ответа оператора. Прошу срочно решить проблему.,Поддержка
701,2025-07-30,Повреждение,Заказ приехал с поврежденной упаковкой. Это уже не первый раз.,Доставка
519,2025-07-30,Ошибка приложения,После обновления приложение перестало запускаться.,Мобильное приложение
107,2025-07-30,Профиль,Не получается изменить номер телефона в профиле. Поддержка тоже не помогла.,Личный кабинет
685,2025-07-31,Задержка доставки,Жду заказ уже несколько дней дольше обещанного срока. Это уже не первый раз.,Доставка
106,2025-07-31,Курьер,Курьер не приехал в назначенное время и не позвонил. Поддержка тоже не помогла.,Доставка
991,2025-07-31,Возврат денег,"Товар вернул неделю назад, а деньги еще не поступили.",Возвраты
741,2025-07-31,Ошибка оплаты,"Не могу оплатить заказ банковской картой, постоянно появляется ошибка. Это уже не первый раз.",Оплата
879,2025-08-01,Ошибка оплаты,"Платеж отклоняется, хотя с картой все в порядке.",Оплата
326,2025-08-01,Долгое ожидание,"Очень долго ждал ответа оператора. Надеюсь, вопрос получится быстро решить.",Поддержка
136,2025-08-01,Пропали бонусы,Из личного кабинета исчезли мои бонусные баллы.,Бонусная программа
808,2025-08-01,Ошибка приложения,"Приложение зависает при оформлении заказа. Хотелось бы понять, что делать дальше.",Мобильное приложение
665,2025-08-02,Возврат денег,"Деньги после отмены заказа до сих пор не вернулись. Подскажите, пожалуйста, как решить эту проблему.",Оплата
669,2025-08-02,Брак,"Получил товар с явным браком. Подскажите, пожалуйста, как решить эту проблему.",Качество товара
468,2025-08-02,Задержка доставки,"Заказ должен был приехать вчера, но курьер так и не приехал. Прошу помочь разобраться.",Доставка
569,2025-08-02,Несоответствие,Товар совсем не соответствует описанию на сайте. Прошу срочно решить проблему.,Качество товара
903,2025-08-02,Скидка,Обещанная скидка не применилась при оформлении заказа.,Цена
325,2025-08-03,Несоответствие,Товар совсем не соответствует описанию на сайте.,Качество товара
78,2025-08-03,Качество поддержки,Оператор не смог решить мой вопрос и просто переключал меня между отделами. Прошу помочь разобраться.,Поддержка
952,2025-08-03,Повреждение,Заказ приехал с поврежденной упаковкой.,Доставка
576,2025-08-03,Задержка доставки,"Жду заказ уже несколько дней дольше обещанного срока. Подскажите, пожалуйста, как решить эту проблему.",Доставка
446,2025-08-03,Чек,Не получил электронный чек после покупки. Поддержка тоже не помогла.,Документы
746,2025-08-04,Задержка доставки,"Заказ должен был приехать вчера, но курьер так и не приехал.",Доставка
166,2025-08-04,Задержка доставки,"Заказ должен был приехать вчера, но курьер так и не приехал. Хотелось бы понять, что делать дальше.",Доставка
63,2025-08-05,Адрес доставки,"Курьер сообщил, что не может найти мой адрес.",Доставка
764,2025-08-05,Авторизация,"Не могу войти в личный кабинет. Хотелось бы понять, что делать дальше.",Личный кабинет
489,2025-08-06,Повреждение,Заказ приехал с поврежденной упаковкой. Прошу срочно решить проблему.,Доставка
614,2025-08-07,Возврат товара,"Хочу вернуть товар, но не понимаю, как оформить возврат. Подскажите, пожалуйста, как решить эту проблему.",Возвраты
28,2025-08-08,Скидка,Обещанная скидка не применилась при оформлении заказа.,Цена
180,2025-08-08,Нет ответа,"Пишу в поддержку уже второй день, никто не отвечает. Прошу помочь разобраться.",Поддержка
864,2025-08-08,Задержка доставки,Жду заказ уже несколько дней дольше обещанного срока.,Доставка
369,2025-08-08,Пропали бонусы,"Из личного кабинета исчезли мои бонусные баллы. Надеюсь, вопрос получится быстро решить.",Бонусная программа
893,2025-08-08,Задержка доставки,"Заказ должен был приехать вчера, но курьер так и не приехал.",Доставка
163,2025-08-08,Адрес доставки,"Курьер сообщил, что не может найти мой адрес.",Доставка
789,2025-08-08,Двойное списание,С карты дважды списали деньги за один заказ.,Оплата
389,2025-08-09,Адрес доставки,"Курьер сообщил, что не может найти мой адрес. Прошу помочь разобраться.",Доставка
772,2025-08-09,Задержка доставки,"Заказ должен был приехать вчера, но курьер так и не приехал.",Доставка
59,2025-08-09,Ошибка оплаты,"Платеж отклоняется, хотя с картой все в порядке. Хотелось бы понять, что делать дальше.",Оплата
121,2025-08-09,Курьер,"Курьер не приехал в назначенное время и не позвонил. Надеюсь, вопрос получится быстро решить.",Доставка
737,2025-08-09,Отказ в возврате,Мне отказали в возврате товара без понятного объяснения. Прошу помочь разобраться.,Возвраты
360,2025-08-10,Курьер,Курьер не приехал в назначенное время и не позвонил. Поддержка тоже не помогла.,Доставка
421,2025-08-13,Документы,В документах к заказу указаны неверные данные. Прошу помочь разобраться.,Документы
990,2025-08-13,Авторизация,"Не могу войти в приложение, постоянно выбрасывает на экран входа. Если вопрос не решится, больше у вас покупать не буду.",Мобильное приложение
440,2025-08-13,Курьер,Курьер не приехал в назначенное время и не позвонил. Очень недоволен этой ситуацией.,Доставка
148,2025-08-14,Курьер,Курьер не приехал в назначенное время и не позвонил.,Доставка
486,2025-08-14,Скидка,Обещанная скидка не применилась при оформлении заказа.,Цена
210,2025-08-14,Ошибка оплаты,"Не могу оплатить заказ банковской картой, постоянно появляется ошибка.",Оплата
249,2025-08-15,Авторизация,"Не могу войти в приложение, постоянно выбрасывает на экран входа.",Мобильное приложение
291,2025-08-15,Промокод,"Промокод указан как действующий, но система его не принимает.",Цена
381,2025-08-15,Долгое ожидание,"Очень долго ждал ответа оператора. Надеюсь, вопрос получится быстро решить.",Поддержка
382,2025-08-15,Двойное списание,С карты дважды списали деньги за один заказ. Поддержка тоже не помогла.,Оплата
590,2025-08-15,Качество поддержки,"Оператор не смог решить мой вопрос и просто переключал меня между отделами. Хотелось бы понять, что делать дальше.",Поддержка
502,2025-08-16,Авторизация,"Не могу войти в приложение, постоянно выбрасывает на экран входа. Прошу помочь разобраться.",Мобильное приложение
852,2025-08-16,Курьер,Курьер не приехал в назначенное время и не позвонил. Прошу срочно решить проблему.,Доставка
628,2025-08-17,Поврежденный товар,Товар приехал поврежденным и пользоваться им невозможно.,Качество товара
492,2025-08-17,Долгое ожидание,Очень долго ждал ответа оператора.,Поддержка
7,2025-08-18,Брак,Получил товар с явным браком. Поддержка тоже не помогла.,Качество товара
442,2025-08-18,Задержка доставки,Жду заказ уже несколько дней дольше обещанного срока.,Доставка
994,2025-08-20,Задержка доставки,"Заказ должен был приехать вчера, но курьер так и не приехал.",Доставка
831,2025-08-20,Задержка доставки,"Заказ должен был приехать вчера, но курьер так и не приехал. Подскажите, пожалуйста, как решить эту проблему.",Доставка
224,2025-08-21,Задержка доставки,"Жду заказ уже несколько дней дольше обещанного срока. Если вопрос не решится, больше у вас покупать не буду.",Доставка
607,2025-08-21,Документы,В документах к заказу указаны неверные данные. Прошу помочь разобраться.,Документы
69,2025-08-21,Повреждение,Заказ приехал с поврежденной упаковкой. Очень недоволен этой ситуацией.,Доставка
17,2025-08-21,Долгое ожидание,Очень долго ждал ответа оператора.,Поддержка
165,2025-08-21,Ошибка оплаты,"Платеж отклоняется, хотя с картой все в порядке.",Оплата
332,2025-08-21,Задержка доставки,Жду заказ уже несколько дней дольше обещанного срока. Очень недоволен этой ситуацией.,Доставка
886,2025-08-21,Нет ответа,"Пишу в поддержку уже второй день, никто не отвечает.",Поддержка
244,2025-08-21,Курьер,Курьер не приехал в назначенное время и не позвонил.,Доставка
635,2025-08-22,Несоответствие,"Товар совсем не соответствует описанию на сайте. Хотелось бы понять, что делать дальше.",Качество товара
699,2025-08-22,Ошибка оплаты,"Платеж отклоняется, хотя с картой все в порядке. Очень недоволен этой ситуацией.",Оплата
843,2025-08-22,Адрес доставки,"Курьер сообщил, что не может найти мой адрес.",Доставка
293,2025-08-22,Не начислены бонусы,"За покупку не начислили обещанные бонусы. Подскажите, пожалуйста, как решить эту проблему.",Бонусная программа
347,2025-08-23,Нет ответа,"Пишу в поддержку уже второй день, никто не отвечает.",Поддержка
479,2025-08-23,Задержка доставки,Жду заказ уже несколько дней дольше обещанного срока.,Доставка
549,2025-08-23,Чек,"Не получил электронный чек после покупки. Надеюсь, вопрос получится быстро решить.",Документы
796,2025-08-23,Качество поддержки,Оператор не смог решить мой вопрос и просто переключал меня между отделами. Это уже не первый раз.,Поддержка
110,2025-08-24,Двойное списание,С карты дважды списали деньги за один заказ.,Оплата
12,2025-08-24,Поврежденный товар,Товар приехал поврежденным и пользоваться им невозможно.,Качество товара
183,2025-08-24,Ошибка приложения,Приложение зависает при оформлении заказа.,Мобильное приложение
21,2025-08-25,Двойное списание,С карты дважды списали деньги за один заказ. Очень недоволен этой ситуацией.,Оплата
760,2025-08-25,Изменилась цена,"В корзине цена товара оказалась выше, чем на странице товара. Хотелось бы понять, что делать дальше.",Цена
668,2025-08-26,Промокод,"Промокод указан как действующий, но система его не принимает. Подскажите, пожалуйста, как решить эту проблему.",Цена
188,2025-08-26,Несоответствие,"Товар совсем не соответствует описанию на сайте. Подскажите, пожалуйста, как решить эту проблему.",Качество товара
681,2025-08-27,Поврежденный товар,Товар приехал поврежденным и пользоваться им невозможно.,Качество товара
907,2025-08-27,Списание бонусов,Не получается использовать накопленные бонусы при оплате.,Бонусная программа
172,2025-08-27,Долгое ожидание,Очень долго ждал ответа оператора.,Поддержка
231,2025-08-28,Качество поддержки,"Оператор не смог решить мой вопрос и просто переключал меня между отделами. Подскажите, пожалуйста, как решить эту проблему.",Поддержка
409,2025-08-29,Возврат денег,"Товар вернул неделю назад, а деньги еще не поступили. Поддержка тоже не помогла.",Возвраты
443,2025-08-29,Изменилась цена,"В корзине цена товара оказалась выше, чем на странице товара.",Цена
471,2025-08-29,Адрес доставки,"Курьер сообщил, что не может найти мой адрес.",Доставка
240,2025-08-29,Возврат денег,Деньги после отмены заказа до сих пор не вернулись.,Оплата
552,2025-08-29,Задержка доставки,"Заказ должен был приехать вчера, но курьер так и не приехал. Прошу срочно решить проблему.",Доставка
959,2025-08-30,Несоответствие,Товар совсем не соответствует описанию на сайте.,Качество товара
875,2025-08-30,Изменилась цена,"В корзине цена товара оказалась выше, чем на странице товара.",Цена
596,2025-08-30,Задержка доставки,Жду заказ уже несколько дней дольше обещанного срока.,Доставка
563,2025-08-31,Брак,"Получил товар с явным браком. Надеюсь, вопрос получится быстро решить.",Качество товара
57,2025-08-31,Адрес доставки,"Курьер сообщил, что не может найти мой адрес. Поддержка тоже не помогла.",Доставка
171,2025-08-31,Качество поддержки,Оператор не смог решить мой вопрос и просто переключал меня между отделами.,Поддержка
359,2025-08-31,Задержка доставки,"Заказ должен был приехать вчера, но курьер так и не приехал.",Доставка
198,2025-08-31,Поврежденный товар,"Товар приехал поврежденным и пользоваться им невозможно. Подскажите, пожалуйста, как решить эту проблему.",Качество товара
135,2025-09-01,Ошибка приложения,"После обновления приложение перестало запускаться. Хотелось бы понять, что делать дальше.",Мобильное приложение
211,2025-09-02,Задержка доставки,"Заказ должен был приехать вчера, но курьер так и не приехал. Подскажите, пожалуйста, как решить эту проблему.",Доставка
348,2025-09-03,Списание бонусов,Не получается использовать накопленные бонусы при оплате. Очень недоволен этой ситуацией.,Бонусная программа
754,2025-09-03,Возврат денег,"Товар вернул неделю назад, а деньги еще не поступили.",Возвраты
586,2025-09-03,Несоответствие,Товар совсем не соответствует описанию на сайте.,Качество товара
955,2025-09-03,Ошибка приложения,Приложение зависает при оформлении заказа.,Мобильное приложение
538,2025-09-05,Долгое ожидание,"Очень долго ждал ответа оператора. Надеюсь, вопрос получится быстро решить.",Поддержка
779,2025-09-05,Брак,"Получил товар с явным браком. Хотелось бы понять, что делать дальше.",Качество товара
264,2025-09-05,Несоответствие,Товар совсем не соответствует описанию на сайте. Поддержка тоже не помогла.,Качество товара
257,2025-09-05,Чек,"Не получил электронный чек после покупки. Хотелось бы понять, что делать дальше.",Документы
294,2025-09-05,Адрес доставки,"Курьер сообщил, что не может найти мой адрес. Надеюсь, вопрос получится быстро решить.",Доставка
45,2025-09-06,Профиль,Не получается изменить номер телефона в профиле. Поддержка тоже не помогла.,Личный кабинет
434,2025-09-06,Двойное списание,С карты дважды списали деньги за один заказ.,Оплата
190,2025-09-07,Возврат денег,Деньги после отмены заказа до сих пор не вернулись.,Оплата
802,2025-09-07,Авторизация,"Не могу войти в приложение, постоянно выбрасывает на экран входа. Прошу помочь разобраться.",Мобильное приложение
700,2025-09-07,Повреждение,Заказ приехал с поврежденной упаковкой. Прошу помочь разобраться.,Доставка
70,2025-09-07,Возврат денег,Деньги после отмены заказа до сих пор не вернулись.,Оплата
833,2025-09-07,Возврат товара,"Хочу вернуть товар, но не понимаю, как оформить возврат. Прошу срочно решить проблему.",Возвраты
182,2025-09-08,Курьер,Курьер не приехал в назначенное время и не позвонил. Очень недоволен этой ситуацией.,Доставка
691,2025-09-08,Документы,В документах к заказу указаны неверные данные. Это уже не первый раз.,Документы
263,2025-09-08,Списание бонусов,Не получается использовать накопленные бонусы при оплате. Прошу помочь разобраться.,Бонусная программа
93,2025-09-08,Ошибка оплаты,"Не могу оплатить заказ банковской картой, постоянно появляется ошибка.",Оплата
508,2025-09-09,Двойное списание,С карты дважды списали деньги за один заказ. Прошу срочно решить проблему.,Оплата
212,2025-09-09,Задержка доставки,"Заказ должен был приехать вчера, но курьер так и не приехал.",Доставка
918,2025-09-09,Изменилась цена,"В корзине цена товара оказалась выше, чем на странице товара. Это уже не первый раз.",Цена
692,2025-09-09,Качество поддержки,Оператор не смог решить мой вопрос и просто переключал меня между отделами. Поддержка тоже не помогла.,Поддержка
608,2025-09-10,Не начислены бонусы,За покупку не начислили обещанные бонусы. Прошу срочно решить проблему.,Бонусная программа
30,2025-09-10,Задержка доставки,"Заказ должен был приехать вчера, но курьер так и не приехал. Прошу срочно решить проблему.",Доставка
911,2025-09-10,Чек,Не получил электронный чек после покупки. Это уже не первый раз.,Документы
322,2025-09-10,Задержка доставки,"Жду заказ уже несколько дней дольше обещанного срока. Если вопрос не решится, больше у вас покупать не буду.",Доставка
604,2025-09-11,Возврат денег,"Деньги после отмены заказа до сих пор не вернулись. Если вопрос не решится, больше у вас покупать не буду.",Оплата
663,2025-09-11,Курьер,Курьер не приехал в назначенное время и не позвонил. Очень недоволен этой ситуацией.,Доставка
748,2025-09-11,Авторизация,"Не могу войти в приложение, постоянно выбрасывает на экран входа. Хотелось бы понять, что делать дальше.",Мобильное приложение
812,2025-09-11,Ошибка приложения,"После обновления приложение перестало запускаться. Надеюсь, вопрос получится быстро решить.",Мобильное приложение
946,2025-09-12,Адрес доставки,"Курьер сообщил, что не может найти мой адрес.",Доставка
895,2025-09-12,Долгое ожидание,Очень долго ждал ответа оператора.,Поддержка
984,2025-09-12,Задержка доставки,"Заказ должен был приехать вчера, но курьер так и не приехал.",Доставка
713,2025-09-13,Профиль,Не получается изменить номер телефона в профиле. Поддержка тоже не помогла.,Личный кабинет
896,2025-09-13,Не начислены бонусы,За покупку не начислили обещанные бонусы.,Бонусная программа
871,2025-09-13,Ошибка приложения,После обновления приложение перестало запускаться. Прошу помочь разобраться.,Мобильное приложение
577,2025-09-14,Ошибка приложения,Приложение зависает при оформлении заказа. Прошу срочно решить проблему.,Мобильное приложение
703,2025-09-15,Профиль,"Не получается изменить номер телефона в профиле. Подскажите, пожалуйста, как решить эту проблему.",Личный кабинет
73,2025-09-15,Промокод,"Промокод указан как действующий, но система его не принимает.",Цена
657,2025-09-15,Чек,Не получил электронный чек после покупки. Прошу срочно решить проблему.,Документы
557,2025-09-16,Качество поддержки,Оператор не смог решить мой вопрос и просто переключал меня между отделами.,Поддержка
630,2025-09-16,Двойное списание,С карты дважды списали деньги за один заказ.,Оплата
609,2025-09-16,Нет ответа,"Пишу в поддержку уже второй день, никто не отвечает. Поддержка тоже не помогла.",Поддержка
144,2025-09-16,Качество поддержки,"Оператор не смог решить мой вопрос и просто переключал меня между отделами. Хотелось бы понять, что делать дальше.",Поддержка
766,2025-09-17,Промокод,"Промокод указан как действующий, но система его не принимает. Подскажите, пожалуйста, как решить эту проблему.",Цена
261,2025-09-17,Возврат товара,"Хочу вернуть товар, но не понимаю, как оформить возврат.",Возвраты
470,2025-09-17,Ошибка приложения,"После обновления приложение перестало запускаться. Подскажите, пожалуйста, как решить эту проблему.",Мобильное приложение
561,2025-09-18,Брак,Получил товар с явным браком.,Качество товара
899,2025-09-18,Задержка доставки,"Заказ должен был приехать вчера, но курьер так и не приехал.",Доставка
567,2025-09-18,Корзина,"Добавляю товар в корзину, но он сразу исчезает. Хотелось бы понять, что делать дальше.",Мобильное приложение
401,2025-09-19,Авторизация,"Не могу войти в приложение, постоянно выбрасывает на экран входа. Если вопрос не решится, больше у вас покупать не буду.",Мобильное приложение
383,2025-09-20,Адрес доставки,"Курьер сообщил, что не может найти мой адрес.",Доставка
451,2025-09-20,Адрес доставки,"Курьер сообщил, что не может найти мой адрес.",Доставка
832,2025-09-21,Корзина,"Добавляю товар в корзину, но он сразу исчезает. Хотелось бы понять, что делать дальше.",Мобильное приложение
246,2025-09-21,Авторизация,Не могу войти в личный кабинет. Очень недоволен этой ситуацией.,Личный кабинет
547,2025-09-21,Долгое ожидание,"Очень долго ждал ответа оператора. Хотелось бы понять, что делать дальше.",Поддержка
564,2025-09-21,Повреждение,Заказ приехал с поврежденной упаковкой.,Доставка
50,2025-09-22,Нет ответа,"Пишу в поддержку уже второй день, никто не отвечает.",Поддержка
906,2025-09-22,Счет,Не могу получить счет на заказ.,Документы
784,2025-09-22,Двойное списание,С карты дважды списали деньги за один заказ.,Оплата
890,2025-09-22,Корзина,"Добавляю товар в корзину, но он сразу исчезает.",Мобильное приложение
868,2025-09-23,Авторизация,"Не могу войти в приложение, постоянно выбрасывает на экран входа. Это уже не первый раз.",Мобильное приложение
505,2025-09-23,Несоответствие,Товар совсем не соответствует описанию на сайте.,Качество товара
526,2025-09-23,Не начислены бонусы,За покупку не начислили обещанные бонусы.,Бонусная программа
248,2025-09-23,Поврежденный товар,Товар приехал поврежденным и пользоваться им невозможно. Очень недоволен этой ситуацией.,Качество товара
488,2025-09-23,Возврат товара,"Хочу вернуть товар, но не понимаю, как оформить возврат. Это уже не первый раз.",Возвраты
238,2025-09-23,Корзина,"Добавляю товар в корзину, но он сразу исчезает.",Мобильное приложение
920,2025-09-24,Долгое ожидание,"Очень долго ждал ответа оператора. Хотелось бы понять, что делать дальше.",Поддержка
743,2025-09-24,Ошибка оплаты,"Платеж отклоняется, хотя с картой все в порядке.",Оплата
147,2025-09-24,Нет ответа,"Пишу в поддержку уже второй день, никто не отвечает.",Поддержка
184,2025-09-25,Счет,"Не могу получить счет на заказ. Надеюсь, вопрос получится быстро решить.",Документы
216,2025-09-25,Поврежденный товар,Товар приехал поврежденным и пользоваться им невозможно.,Качество товара
573,2025-09-26,Ошибка приложения,Приложение зависает при оформлении заказа.,Мобильное приложение
272,2025-09-27,Изменилась цена,"В корзине цена товара оказалась выше, чем на странице товара. Это уже не первый раз.",Цена
